date,precpitation
2022-06-03+10:00,0.0034801848232746124
2022-06-02+10:00,0.0
2022-06-01+10:00,0.03864932106807828
2022-05-31+10:00,0.08271473686909303
2022-05-30+10:00,1.1774676709319465
2022-05-29+10:00,0.12736726691946387
2022-05-28+10:00,0.06710378144634888
2022-05-27+10:00,0.0011299203906673938
2022-05-26+10:00,0.0010059507767437026
2022-05-25+10:00,0.25020625069737434
2022-05-24+10:00,0.09043656731955707
