Day,Moonlight,Rocky Point,Waterfall
Wednesday,20.470318021201415,17.118185185185183,9.433893129770992
Thursday,18.707224199288255,16.800108695652174,9.504341085271315
Friday,17.956759581881535,16.89642066420664,9.407799227799227
Saturday,18.19720848056537,16.69273722627737,9.916303501945524
Sunday,18.48447183098592,17.19492592592593,10.61568093385214
Monday,20.054357142857143,18.363014705882353,12.712390438247011
Tuesday,21.803791208791207,19.142603550295856,12.249556962025316
