date,2022
1/1/23,0.18
2/1/23,1.19
3/1/23,1.85
4/1/23,1.95
5/1/23,13.19
6/1/23,31.69
7/1/23,71.88
8/1/23,71.88
9/1/23,72.26
10/1/23,72.78
11/1/23,82.31
12/1/23,89.33
13/1/23,90.22
14/1/23,90.28
15/1/23,97.16
16/1/23,97.43
17/1/23,98.08
18/1/23,98.77
19/1/23,99.35
20/1/23,99.76
21/1/23,99.79
22/1/23,99.81
23/1/23,99.81
24/1/23,99.81
25/1/23,99.81
26/1/23,99.81
27/1/23,99.81
28/1/23,99.83
29/1/23,116.4
30/1/23,117.61
31/1/23,117.93
1/2/23,118.05
2/2/23,119.36
3/2/23,121.97
4/2/23,126.19
5/2/23,132.41
6/2/23,132.41
7/2/23,147.01
8/2/23,148.84
9/2/23,148.88
10/2/23,167.41
11/2/23,167.81
12/2/23,171.94
13/2/23,172.04
14/2/23,172.04
15/2/23,172.06
16/2/23,172.1
17/2/23,172.16
18/2/23,172.16
19/2/23,172.16
20/2/23,172.2
21/2/23,172.47
22/2/23,174.99
23/2/23,182.09
24/2/23,188.76
25/2/23,220.94
26/2/23,228.22
27/2/23,235.07
28/2/23,243.24
1/3/23,261.2
2/3/23,318.89
3/3/23,337.64
4/3/23,347.14
5/3/23,348.08
6/3/23,349.55
7/3/23,350.23
8/3/23,350.67
9/3/23,350.95
10/3/23,351.11
11/3/23,351.23
12/3/23,351.33
13/3/23,351.39
14/3/23,351.63
15/3/23,352.4
16/3/23,352.56
17/3/23,352.66
18/3/23,352.76
19/3/23,352.88
20/3/23,352.98
21/3/23,353.04
22/3/23,353.06
23/3/23,353.08
24/3/23,353.08
25/3/23,353.08
26/3/23,353.12
27/3/23,353.16
28/3/23,353.18
29/3/23,353.18
30/3/23,353.18
31/3/23,353.2
1/4/23,353.2
2/4/23,353.22
3/4/23,353.22
4/4/23,353.22
5/4/23,353.22
6/4/23,353.24
7/4/23,353.3
8/4/23,353.34
9/4/23,353.38
10/4/23,353.42
11/4/23,353.46
12/4/23,353.46
13/4/23,353.48
14/4/23,353.48
15/4/23,353.48
16/4/23,353.48
17/4/23,353.48
18/4/23,353.52
19/4/23,353.55
20/4/23,353.55
21/4/23,353.57
22/4/23,353.59
23/4/23,353.61
24/4/23,353.63
25/4/23,353.63
26/4/23,353.63
27/4/23,353.65
28/4/23,353.67
29/4/23,353.69
30/4/23,353.69
1/5/23,353.71
2/5/23,353.71
3/5/23,353.71
4/5/23,353.74
5/5/23,354.04
6/5/23,354.36
7/5/23,354.36
8/5/23,354.36
9/5/23,354.5
10/5/23,360.33
11/5/23,367.19
12/5/23,373.29
13/5/23,373.29
14/5/23,373.31
15/5/23,376
16/5/23,376.18
17/5/23,376.18
18/5/23,376.18
19/5/23,376.18
20/5/23,376.97
21/5/23,376.97
22/5/23,377.4
23/5/23,385.93
24/5/23,398.94
25/5/23,399.23
26/5/23,399.49
27/5/23,411.96
28/5/23,419.27
29/5/23,419.41
30/5/23,423.31
31/5/23,423.31
1/6/23,423.31
2/6/23,423.31
3/6/23,423.54
4/6/23,423.56
5/6/23,423.56
6/6/23,423.56
7/6/23,423.56
8/6/23,423.56
9/6/23,423.56
10/6/23,423.56
11/6/23,423.62
12/6/23,423.62
13/6/23,423.62
14/6/23,423.8
15/6/23,423.82
16/6/23,423.82
17/6/23,423.82
18/6/23,423.9
19/6/23,430.55
20/6/23,431.35
21/6/23,431.61
22/6/23,431.81
23/6/23,432.03
24/6/23,432.03
25/6/23,432.07
26/6/23,432.27
27/6/23,432.27
28/6/23,432.29
29/6/23,432.53
30/6/23,432.53
1/7/23,444.23
2/7/23,451.82
3/7/23,464.96
4/7/23,467.79
5/7/23,467.79
6/7/23,469.8
7/7/23,469.8
8/7/23,469.9
9/7/23,473.22
10/7/23,487.27
11/7/23,487.33
12/7/23,487.65
13/7/23,487.65
14/7/23,487.65
15/7/23,487.69
16/7/23,487.79
17/7/23,487.79
18/7/23,487.79
19/7/23,488.75
20/7/23,488.75
21/7/23,507.61
22/7/23,514.1
23/7/23,515.84
24/7/23,516.16
25/7/23,516.48
26/7/23,525.12
27/7/23,525.36
28/7/23,525.63
29/7/23,526.77
30/7/23,526.81
31/7/23,526.99
1/8/23,527.3
2/8/23,527.3
3/8/23,527.3
4/8/23,545.47
5/8/23,545.49
6/8/23,545.49
7/8/23,545.71
8/8/23,545.87
9/8/23,545.89
10/8/23,545.93
11/8/23,546.28
12/8/23,546.86
13/8/23,547.03
14/8/23,547.03
15/8/23,547.03
16/8/23,548.22
17/8/23,548.42
18/8/23,548.7
19/8/23,554.52
20/8/23,556.15
21/8/23,556.15
22/8/23,556.27
23/8/23,563.47
24/8/23,563.69
25/8/23,563.78
26/8/23,564.11
27/8/23,564.21
28/8/23,564.39
29/8/23,565.19
30/8/23,565.21
31/8/23,565.21
1/9/23,565.21
2/9/23,565.21
3/9/23,565.21
4/9/23,565.21
