Date,Volume,Quality
2022/03/17,2038.231,140
2022/03/18,1834.119,140
2022/03/19,2111.161,140
2022/03/20,2383.441,140
2022/03/21,1677.268,140
2022/03/22,1430.158,140
2022/03/23,1290.277,140
2022/03/24,1196.013,140
2022/03/25,1147.934,140
2022/03/26,1399.115,140
2022/03/27,1698.603,140
2022/03/28,2043.090,140
2022/03/29,2031.766,255
