date,2021
1/1/23,0
2/1/23,3.11
3/1/23,23
4/1/23,39.85
5/1/23,43.83
6/1/23,44.02
7/1/23,44.5
8/1/23,44.5
9/1/23,44.5
10/1/23,44.5
11/1/23,44.5
12/1/23,44.89
13/1/23,44.89
14/1/23,44.89
15/1/23,44.89
16/1/23,44.89
17/1/23,44.89
18/1/23,44.89
19/1/23,44.89
20/1/23,44.89
21/1/23,44.89
22/1/23,44.89
23/1/23,44.89
24/1/23,44.89
25/1/23,44.89
26/1/23,56.53
27/1/23,62.06
28/1/23,78.9
29/1/23,104
30/1/23,122.21
31/1/23,125.28
1/2/23,142.54
2/2/23,159.03
3/2/23,159.03
4/2/23,159.03
5/2/23,159.2
6/2/23,159.65
7/2/23,159.65
8/2/23,165.26
9/2/23,168.22
10/2/23,170.16
11/2/23,170.16
12/2/23,170.53
13/2/23,170.57
14/2/23,170.57
15/2/23,170.9
16/2/23,177.09
17/2/23,177.16
18/2/23,179.05
19/2/23,183.28
20/2/23,183.32
21/2/23,183.32
22/2/23,185.81
23/2/23,185.81
24/2/23,186.62
25/2/23,187.44
26/2/23,187.44
27/2/23,187.44
28/2/23,187.44
1/3/23,187.44
2/3/23,187.44
3/3/23,187.57
4/3/23,187.59
5/3/23,187.59
6/3/23,187.59
7/3/23,188.3
8/3/23,188.3
9/3/23,188.35
10/3/23,191.22
11/3/23,193.6
12/3/23,195.09
13/3/23,195.17
14/3/23,228.98
15/3/23,228.98
16/3/23,230.75
17/3/23,234.92
18/3/23,263.99
19/3/23,283.55
20/3/23,300.58
21/3/23,346.31
22/3/23,372.38
23/3/23,440.65
24/3/23,440.65
25/3/23,440.91
26/3/23,440.93
27/3/23,440.95
28/3/23,441.08
29/3/23,441.1
30/3/23,441.1
31/3/23,441.1
1/4/23,441.22
2/4/23,441.36
3/4/23,441.36
4/4/23,441.58
5/4/23,443.98
6/4/23,444.76
7/4/23,451.09
8/4/23,451.33
9/4/23,451.41
10/4/23,451.41
11/4/23,451.7
12/4/23,451.7
13/4/23,451.7
14/4/23,451.74
15/4/23,451.74
16/4/23,451.74
17/4/23,452.25
18/4/23,452.25
19/4/23,452.27
20/4/23,452.35
21/4/23,452.35
22/4/23,452.35
23/4/23,452.35
24/4/23,452.44
25/4/23,452.44
26/4/23,452.44
27/4/23,452.44
